,record,speaker,sessionname,utterances,corpus,age,mlu,morphemes,Situation,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,ToAdults?,ClauseMarkers,Subject,Object,Topic,UttGoal,ToAdult?,Followup?,MORPHEMES,Verb,Aux,AuxInvert,InitFunction,PreVFunction,PostVFunction,SFP,Function,filename,start,end,dur,utt
167,178,FAT,130202.cha,"同同 , 看看 你 的 牙 好 不 好 ? ",Tong,"(1, 7, 18)",1.962162162,n:name|tong2tong cm|cm v|kan4&DIM=look pro|ni3=you poss|de n|ya2=tooth adj|hao3=good neg|bu4=not adj|hao3=good ?,,Question,Interrogative,Negotiating,no,Polar,tag question,0,0,IntAnotA,0,1,0,,,,"['n:name', 'cm', 'v', 'pro', 'poss', 'n', 'adj', 'neg', 'adj', '?']",1,0,0,0,0,0,0,0,130202-FAT-178,528.0,531.025,3025,"同同 , 看看 你 的 牙 好 不 好 ?"
168,179,FAT,130202.cha,"哟 , 鼻涕 . ",Tong,"(1, 7, 18)",1.962162162,co|yo1=yelp cm|cm n|bi2ti4=nasal_mucus .,,Assertion,FRAG,Emoting,,,,0,0,,0,0,0,,,,"['co', 'cm', 'n', '.']",0,0,0,0,0,0,0,0,130202-FAT-179,531.025,535.18,4155,"哟 , 鼻涕 ."
169,180,FAT,130202.cha,"哎呦 , 鼻涕 好多 啊 . ",Tong,"(1, 7, 18)",1.962162162,on|ai1yo=ouch cm|cm n|bi2ti4=nasal_mucus quant|hao3duo1=many sfp|a1 .,,Assertion,Declarative,Emoting,,,,1,0,,1,0,0,,,,"['on', 'cm', 'n', 'quant', 'sfp', '.']",0,0,0,0,0,0,1,1,130202-FAT-180,535.18,537.298,2118,"哎呦 , 鼻涕 好多 啊 ."
170,181,FAT,130202.cha,别 动 .,Tong,"(1, 7, 18)",1.962162162,adv|bie2=dont v|dong4=move .,,Request/Command,Imperative,Negotiating,,,,0,0,ImpBie,0,0,0,,,,"['adv', 'v', '.']",1,0,0,0,0,0,0,0,130202-FAT-181,537.298,537.378,80,别 动 .
171,182,FAT,130202.cha,别 动 . ,Tong,"(1, 7, 18)",1.962162162,adv|bie2=dont v|dong4=move .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpBie,0,0,0,,,,"['adv', 'v', '.']",1,0,0,0,0,0,0,0,130202-FAT-182,537.378,547.304,9926,别 动 .
172,183,FAT,130202.cha,爸爸 给 你 弄 一下 鼻涕 好 不 好 ? ,Tong,"(1, 7, 18)",1.962162162,n:relat|ba4&DIM=father prep|gei3=for pro|ni3=you v|nong4=make adv|yi1xia4=a_bit n|bi2ti4=nasal_mucus adj|hao3=good neg|bu4=not adj|hao3=good ?,,Question,Interrogative,Negotiating,no,Polar,tag question,1,0,IntAnotA,1,1,0,,,,"['n:relat', 'prep', 'pro', 'v', 'adv', 'n', 'adj', 'neg', 'adj', '?']",1,0,0,0,0,0,0,0,130202-FAT-183,547.304,549.063,1759,爸爸 给 你 弄 一下 鼻涕 好 不 好 ?
173,184,FAT,130202.cha,好 吗 ? ,Tong,"(1, 7, 18)",1.962162162,adj|hao3=good sfp|ma ?,,Question,Interrogative,Negotiating,no,Polar,,1,0,IntMa,0,0,0,,,,"['adj', 'sfp', '?']",0,0,0,0,0,0,1,0,130202-FAT-184,549.063,550.231,1168,好 吗 ?
174,185,CHI,130202.cha,鼻涕 . ,Tong,"(1, 7, 18)",1.962162162,n|bi2ti4=nasal_mucus .,,,,,,,,0,0,,0,0,0,,,,"['n', '.']",0,0,0,0,0,0,0,0,130202-CHI-185,550.231,551.89,1659,鼻涕 .
175,186,FAT,130202.cha,嗯 别 动 啊 . ,Tong,"(1, 7, 18)",1.962162162,co|en1=okay adv|bie2=dont v|dong4=move sfp|a1 .,,Request/Command,Imperative,Negotiating,,,,0,0,ImpBie,0,0,0,,,,"['co', 'adv', 'v', 'sfp', '.']",1,0,0,0,0,0,1,0,130202-FAT-186,551.89,555.009,3119,嗯 别 动 啊 .
176,187,FAT,130202.cha,别 动 .,Tong,"(1, 7, 18)",1.962162162,adv|bie2=dont v|dong4=move .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpBie,0,0,0,,,,"['adv', 'v', '.']",1,0,0,0,0,0,0,0,130202-FAT-187,555.009,555.089,80,别 动 .
177,188,FAT,130202.cha,别 动 .,Tong,"(1, 7, 18)",1.962162162,adv|bie2=dont v|dong4=move .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpBie,0,0,0,,,,"['adv', 'v', '.']",1,0,0,0,0,0,0,0,130202-FAT-188,555.089,555.169,80,别 动 .
178,189,FAT,130202.cha,"别 动 , 头 . ",Tong,"(1, 7, 18)",1.962162162,adv|bie2=dont v|dong4=move cm|cm n|tou2=head .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpBie,0,1,0,,,,"['adv', 'v', 'cm', 'n', '.']",1,0,0,0,0,0,0,0,130202-FAT-189,555.169,556.38,1211,"别 动 , 头 ."
179,190,FAT,130202.cha,<把 头> [/] 把 头 抬 起 来 . ,Tong,"(1, 7, 18)",1.962162162,prep|ba3=object_marker n|tou2=head v|tai2=lift v:dirc|qi3=go_up v:dirc|lai2=come .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpNull,0,1,0,,,,"['prep', 'n', 'v', 'v:dirc', 'v:dirc', '.']",1,0,0,0,0,0,0,0,130202-FAT-190,556.38,557.48,1100,<把 头> [/] 把 头 抬 起 来 .
180,191,FAT,130202.cha,"哎 , 爸爸 给 你 弄 一下 . ",Tong,"(1, 7, 18)",1.962162162,co|ai1 cm|cm n:relat|ba4&DIM=father prep|gei3=for pro|ni3=you v|nong4=make adv|yi1xia4=a_bit .,,Assertion,Declarative,Negotiating,,,,1,0,,1,1,0,,,,"['co', 'cm', 'n:relat', 'prep', 'pro', 'v', 'adv', '.']",1,0,0,0,0,0,0,0,130202-FAT-191,557.48,559.35,1870,"哎 , 爸爸 给 你 弄 一下 ."
181,192,FAT,130202.cha,哎 : . ,Tong,"(1, 7, 18)",1.962162162,co|ai1 .,,Exclamative,FRAG,Emoting,,,,1,0,,0,0,0,,,,"['co', '.']",0,0,0,0,0,0,0,0,130202-FAT-192,559.35,560.409,1059,哎 : .
182,193,FAT,130202.cha,你 看 . ,Tong,"(1, 7, 18)",1.962162162,pro|ni3=you v|kan4=look .,,Request/Command,Imperative,Attention,,,,0,0,ImpNull,1,0,0,,,,"['pro', 'v', '.']",1,0,0,0,0,0,0,0,130202-FAT-193,560.409,561.074,665,你 看 .
183,194,FAT,130202.cha,呃 . ,Tong,"(1, 7, 18)",1.962162162,co|e1=e .,,Exclamative,Exclamative,Emoting,,,,1,0,,0,0,0,,,,"['co', '.']",0,0,0,0,0,0,0,0,130202-FAT-194,561.074,563.066,1992,呃 .
184,195,FAT,130202.cha,好 脏 啊 . ,Tong,"(1, 7, 18)",1.962162162,adv|hao3=very adj|zang1=dirty co|a1=uh .,,Exclamative,Exclamative,Emoting,,,,1,0,,0,0,0,,,,"['adv', 'adj', 'co', '.']",1,0,0,0,0,0,1,0,130202-FAT-195,563.066,564.985,1919,好 脏 啊 .
185,196,FAT,130202.cha,脏 的 . ,Tong,"(1, 7, 18)",1.962162162,adj|zang1=dirty sfp|de .,,Assertion,FRAG,Discussing,,,,1,0,,0,0,0,,,,"['adj', 'sfp', '.']",0,0,0,0,0,0,0,0,130202-FAT-196,564.985,566.167,1182,脏 的 .
186,197,FAT,130202.cha,再 弄 一 下 . ,Tong,"(1, 7, 18)",1.962162162,adv|zai4=again v|nong4=make num|yi1=one cl|xia4=activity .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpNull,0,0,0,,,,"['adv', 'v', 'num', 'cl', '.']",1,0,0,0,0,0,0,0,130202-FAT-197,566.167,568.145,1978,再 弄 一 下 .
187,198,FAT,130202.cha,待会 给 你 擦 好 不 好 啊 ? ,Tong,"(1, 7, 18)",1.962162162,adv|dai4hui3=shortly prep|gei3=for pro|ni3=you v|ca1=wipe adj|hao3=good neg|bu4=not adj|hao3=good sfp|a1 ?,,Question,Declarative,Negotiating,,,tag question,0,0,IntAnotA,0,1,0,,,,"['adv', 'prep', 'pro', 'v', 'adj', 'neg', 'adj', 'sfp', '?']",1,0,0,0,0,0,1,0,130202-FAT-198,568.145,571.58,3435,待会 给 你 擦 好 不 好 啊 ?
188,199,FAT,130202.cha,嗯 ? ,Tong,"(1, 7, 18)",1.962162162,co|en1=okay ?,,Question,FRAG,Meta,no,,,1,0,,0,0,0,,,,"['co', '?']",0,0,0,0,0,0,1,0,130202-FAT-199,571.58,573.078,1498,嗯 ?
189,200,CHI,130202.cha,&a1 .,Tong,"(1, 7, 18)",1.962162162,,,,,,,,,0,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-CHI-200,573.078,574.167,1089,&a1 .
190,201,FAT,130202.cha,"嗯 , 擦 . ",Tong,"(1, 7, 18)",1.962162162,co|en1=okay cm|cm v|ca1=wipe .,,Assertion,FRAG,Meta,,,,1,0,,0,0,0,,,,"['co', 'cm', 'v', '.']",1,0,0,0,0,0,0,0,130202-FAT-201,574.167,577.28,3113,"嗯 , 擦 ."
191,202,CHI,130202.cha,xxx . ,Tong,"(1, 7, 18)",1.962162162,,,,,,,,,0,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-CHI-202,577.28,586.292,9012,xxx .
192,203,CHI,130202.cha,还 要 汽车 呀 . ,Tong,"(1, 7, 18)",1.962162162,adv|hai2=still v|yao4=want_wish_to n|qi4che1=motor_vehicle sfp|ya .,,,,,,,,0,0,,0,0,0,,,,"['adv', 'v', 'n', 'sfp', '.']",1,0,0,0,0,0,1,0,130202-CHI-203,586.292,588.158,1866,还 要 汽车 呀 .
193,204,FAT,130202.cha,嗯 ? ,Tong,"(1, 7, 18)",1.962162162,co|en1=okay ?,,Question,FRAG,Meta,no,,,1,0,,0,0,0,,,,"['co', '?']",0,0,0,0,0,0,0,0,130202-FAT-204,588.158,589.0,842,嗯 ?
194,205,CHI,130202.cha,还 要 汽车 呀 . ,Tong,"(1, 7, 18)",1.962162162,adv|hai2=still v|yao4=want_wish_to n|qi4che1=motor_vehicle sfp|ya .,,,,,,,,1,0,,0,0,0,,,,"['adv', 'v', 'n', 'sfp', '.']",1,0,0,0,0,0,1,0,130202-CHI-205,589.0,591.518,2518,还 要 汽车 呀 .
195,206,FAT,130202.cha,那 汽车 在 外面 啊 . ,Tong,"(1, 7, 18)",1.962162162,pro|na4=that n|qi4che1=motor_vehicle prep|zai4=at n|wai4mian4=outside sfp|a1 .,,Assertion,Declarative,Discussing,,,,0,0,,1,1,0,,,,"['pro', 'n', 'prep', 'n', 'sfp', '.']",0,0,0,0,0,0,1,0,130202-FAT-206,591.518,595.544,4026,那 汽车 在 外面 啊 .
196,207,FAT,130202.cha,外面 . ,Tong,"(1, 7, 18)",1.962162162,n|wai4mian4=outside .,,Assertion,FRAG,Discussing,,,,0,0,,0,0,0,,,,"['n', '.']",0,0,0,0,0,0,0,0,130202-FAT-207,595.544,597.986,2442,外面 .
197,208,CHI,130202.cha,还 要 汽车 呀 . ,Tong,"(1, 7, 18)",1.962162162,adv|hai2=still v|yao4=want_wish_to n|qi4che1=motor_vehicle sfp|ya .,,,,,,,,1,0,,0,0,0,,,,"['adv', 'v', 'n', 'sfp', '.']",1,0,0,0,0,0,1,0,130202-CHI-208,597.986,604.179,6193,还 要 汽车 呀 .
198,209,CHI,130202.cha,还 要 [?] 汽车 呀 . ,Tong,"(1, 7, 18)",1.962162162,adv|hai2=still v|yao4=want_wish_to n|qi4che1=motor_vehicle sfp|ya .,,,,,,,,0,0,,0,0,0,,,,"['adv', 'v', 'n', 'sfp', '.']",1,0,0,0,0,0,1,0,130202-CHI-209,604.179,606.758,2579,还 要 [?] 汽车 呀 .
199,210,MOT,130202.cha,没 有 汽车 (.) 就 算 了 . ,Tong,"(1, 7, 18)",1.962162162,neg|mei2=not v|you3=have n|qi4che1=motor_vehicle adv|jiu4=just v|suan4=calculate sfp|le .,,Assertion,Declarative,Discussing,,,,0,0,,0,1,0,,,,"['neg', 'v', 'n', 'adv', 'v', 'sfp', '.']",1,0,0,0,0,0,1,0,130202-MOT-210,606.758,609.5,2742,没 有 汽车 (.) 就 算 了 .
200,211,MOT,130202.cha,跟 爸爸 玩儿 . ,Tong,"(1, 7, 18)",1.962162162,v|gen1=follow n:relat|ba4&DIM=father v|wan2-DIA=play .,,Request/Command,Imperative,Negotiating,,,,0,0,ImpNull,0,1,0,,,,"['v', 'n:relat', 'v', '.']",1,0,0,0,0,0,0,0,130202-MOT-211,609.5,610.961,1461,跟 爸爸 玩儿 .
201,212,CHI,130202.cha,没 有 汽车 了 . ,Tong,"(1, 7, 18)",1.962162162,neg|mei2=not v|you3=have n|qi4che1=motor_vehicle sfp|le .,,,,,,,,0,0,,0,0,0,,,,"['neg', 'v', 'n', 'sfp', '.']",1,0,0,0,0,0,1,0,130202-CHI-212,610.961,614.832,3871,没 有 汽车 了 .
202,213,FAT,130202.cha,给 妈妈 . ,Tong,"(1, 7, 18)",1.962162162,v|gei3=give n:relat|ma1&DIM=mother .,,Request/Command,Imperative,Negotiating,,,,0,0,ImpNull,0,1,0,,,,"['v', 'n:relat', '.']",1,0,0,0,0,0,0,0,130202-FAT-213,614.832,616.345,1513,给 妈妈 .
203,214,CHI,130202.cha,没 有 汽车 了 . ,Tong,"(1, 7, 18)",1.962162162,neg|mei2=not v|you3=have n|qi4che1=motor_vehicle sfp|le .,,,,,,,,0,0,,0,0,0,,,,"['neg', 'v', 'n', 'sfp', '.']",1,0,0,0,0,0,1,0,130202-CHI-214,616.345,619.768,3423,没 有 汽车 了 .
204,215,MOT,130202.cha,两 个 汽车 还 没 有 汽车 . ,Tong,"(1, 7, 18)",1.962162162,num|liang3=two cl|ge4 n|qi4che1=motor_vehicle adv|hai2=still neg|mei2=not v|you3=have n|qi4che1=motor_vehicle .,,Assertion,Declarative,Discussing,,,,1,0,,0,1,1,,,,"['num', 'cl', 'n', 'adv', 'neg', 'v', 'n', '.']",1,0,0,0,0,0,0,0,130202-MOT-215,619.768,621.25,1482,两 个 汽车 还 没 有 汽车 .
205,216,MOT,130202.cha,"你 看 你 , 一 手 一 个 . ",Tong,"(1, 7, 18)",1.962162162,pro|ni3=you v|kan4=look pro|ni3=you cm|cm num|yi1=one cl|shou3=activity num|yi1=one cl|ge4 .,,Assertion,Declarative,Discussing,,,,1,0,,1,1,0,,,,"['pro', 'v', 'pro', 'cm', 'num', 'cl', 'num', 'cl', '.']",1,0,0,0,0,0,0,0,130202-MOT-216,621.25,622.65,1400,"你 看 你 , 一 手 一 个 ."
206,217,MOT,130202.cha,几 个 啊 ? ,Tong,"(1, 7, 18)",1.962162162,num|ji3=several cl|ge4 sfp|a1 ?,,Question,FRAG,,yes,,,0,0,IntWh,0,0,0,,,,"['num', 'cl', 'sfp', '?']",0,0,0,1,0,0,1,0,130202-MOT-217,622.65,623.756,1106,几 个 啊 ?
207,218,MOT,130202.cha,一 个 . ,Tong,"(1, 7, 18)",1.962162162,num|yi1=one cl|ge4 .,,Assertion,FRAG,Teaching,,,,1,0,,0,0,0,,,,"['num', 'cl', '.']",0,0,0,0,0,0,0,0,130202-MOT-218,623.756,624.734,978,一 个 .
208,219,MOT,130202.cha,两 个 . ,Tong,"(1, 7, 18)",1.962162162,num|liang3=two cl|ge4 .,,Assertion,FRAG,Teaching,,,,1,0,,0,0,0,,,,"['num', 'cl', '.']",0,0,0,0,0,0,0,0,130202-MOT-219,624.734,626.0,1266,两 个 .
209,220,MOT,130202.cha,有 两 个 汽车 . ,Tong,"(1, 7, 18)",1.962162162,v|you3=have num|liang3=two cl|ge4 n|qi4che1=motor_vehicle .,,Assertion,Declarative,Teaching,,,,0,0,,0,0,0,,,,"['v', 'num', 'cl', 'n', '.']",1,0,0,0,0,0,0,0,130202-MOT-220,626.0,627.301,1301,有 两 个 汽车 .
210,221,CHI,130202.cha,嗯 . ,Tong,"(1, 7, 18)",1.962162162,co|en1=okay .,,,,,,,,1,0,,0,0,0,,,,"['co', '.']",0,0,0,0,0,0,0,0,130202-CHI-221,627.301,627.986,685,嗯 .
211,222,MOT,130202.cha,对 啊 . ,Tong,"(1, 7, 18)",1.962162162,adj|dui4=correct sfp|a1 .,,Assertion,Declarative,Meta,,,,0,0,,0,0,0,,,,"['adj', 'sfp', '.']",1,0,0,0,0,0,1,0,130202-MOT-222,627.986,629.293,1307,对 啊 .
212,223,MOT,130202.cha,同同 数 数 吧 . ,Tong,"(1, 7, 18)",1.962162162,n:name|tong2tong v|shu3=count v|shu3=count sfp|ba .,,Request/Command,Imperative,Negotiating,,,,0,0,ImpNull,1,0,0,,,,"['n:name', 'v', 'v', 'sfp', '.']",1,0,0,0,0,0,1,0,130202-MOT-223,629.293,631.768,2475,同同 数 数 吧 .
213,224,MOT,130202.cha,数 一 二 三 . ,Tong,"(1, 7, 18)",1.962162162,v|shu3=count num|yi1=one num|er4=two num|san1=three .,,Assertion,Declarative,Negotiating,,,,1,0,ImpNull,0,1,0,,,,"['v', 'num', 'num', 'num', '.']",1,0,0,0,0,0,0,0,130202-MOT-224,631.768,633.962,2194,数 一 二 三 .
214,225,CHI,130202.cha,&pia : . ,Tong,"(1, 7, 18)",1.962162162,,,,,,,,,0,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-CHI-225,633.962,637.097,3135,&pia : .
215,226,MOT,130202.cha,&a : . ,Tong,"(1, 7, 18)",1.962162162,,,Other,Other,Immitation,,,,1,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-MOT-226,637.097,638.448,1351,&a : .
216,227,CHI,130202.cha,&pia : . ,Tong,"(1, 7, 18)",1.962162162,,,,,,,,,0,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-CHI-227,638.448,640.738,2290,&pia : .
217,228,CHI,130202.cha,&pia : . ,Tong,"(1, 7, 18)",1.962162162,,,,,,,,,0,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-CHI-228,640.738,643.42,2682,&pia : .
218,229,MOT,130202.cha,&a : . ,Tong,"(1, 7, 18)",1.962162162,,,Other,Other,Immitation,,,,0,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-MOT-229,642.038,643.861,1823,&a : .
219,230,CHI,130202.cha,&pia : . ,Tong,"(1, 7, 18)",1.962162162,,,,,,,,,0,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-CHI-230,646.99,649.933,2943,&pia : .
220,231,CHI,130202.cha,&pia : . ,Tong,"(1, 7, 18)",1.962162162,,,,,,,,,0,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-CHI-231,649.933,653.792,3859,&pia : .
221,232,MOT,130202.cha,&a : . ,Tong,"(1, 7, 18)",1.962162162,"the same sound strings were repearted for the following 10 senconds . The child pretended to shoot the mother with a gun, and the mother pretended that she was shot by the gun",,Other,Other,Immitation,,,,0,0,,0,0,0,,,,"['the', 'same', 'sound', 'strings', 'were', 'repearted', 'for', 'the', 'following', '10', 'senconds', '.', 'The', 'child', 'pretended', 'to', 'shoot', 'the', 'mother', 'with', 'a', 'gun,', 'and', 'the', 'mother', 'pretended', 'that', 'she', 'was', 'shot', 'by', 'the', 'gun']",0,0,0,0,0,0,0,0,130202-MOT-232,651.933,653.792,1859,&a : .
222,233,CHI,130202.cha,没 有 汽车 了 . ,Tong,"(1, 7, 18)",1.962162162,neg|mei2=not v|you3=have n|qi4che1=motor_vehicle sfp|le .,,,,,,,,0,0,,0,0,0,,,,"['neg', 'v', 'n', 'sfp', '.']",1,0,0,0,0,0,1,0,130202-CHI-233,670.806,674.987,4181,没 有 汽车 了 .
223,234,CHI,130202.cha,没 有 汽车 了 . ,Tong,"(1, 7, 18)",1.962162162,neg|mei2=not v|you3=have n|qi4che1=motor_vehicle sfp|le .,,,,,,,,0,0,,0,0,0,,,,"['neg', 'v', 'n', 'sfp', '.']",1,0,0,0,0,0,1,0,130202-CHI-234,674.987,677.819,2832,没 有 汽车 了 .
224,235,CHI,130202.cha,没 有 汽车 . ,Tong,"(1, 7, 18)",1.962162162,neg|mei2=not v|you3=have n|qi4che1=motor_vehicle .,,,,,,,,0,0,,0,0,0,,,,"['neg', 'v', 'n', '.']",1,0,0,0,0,0,0,0,130202-CHI-235,677.819,681.227,3408,没 有 汽车 .
225,236,CHI,130202.cha,&a . ,Tong,"(1, 7, 18)",1.962162162,the child murmured,,,,,,,,0,0,,0,0,0,,,,"['the', 'child', 'murmured']",0,0,0,0,0,0,0,0,130202-CHI-236,681.227,683.874,2647,&a .
226,237,CHI,130202.cha,&ya4ya4ya1 .,Tong,"(1, 7, 18)",1.962162162,,,,,,,,,0,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-CHI-237,700.713,704.404,3691,&ya4ya4ya1 .
227,238,CHI,130202.cha,&dai4ya1ya1 .,Tong,"(1, 7, 18)",1.962162162,,,,,,,,,0,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-CHI-238,704.404,708.223,3819,&dai4ya1ya1 .
228,239,CHI,130202.cha,&dai4ya2ya2 .,Tong,"(1, 7, 18)",1.962162162,,,,,,,,,0,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-CHI-239,708.223,710.223,2000,&dai4ya2ya2 .
229,240,CHI,130202.cha,&dai4ya2ya2 .,Tong,"(1, 7, 18)",1.962162162,,,,,,,,,0,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-CHI-240,710.223,712.107,1884,&dai4ya2ya2 .
230,241,MOT,130202.cha,同同 你 说 什么 呢 ? ,Tong,"(1, 7, 18)",1.962162162,n:name|tong2tong pro|ni3=you v|shuo1=say pro:wh|shen2me=what sfp|ne ?,,Question,Interrogative,Meta,no,Wh,,0,0,IntWh,1,1,0,,,,"['n:name', 'pro', 'v', 'pro:wh', 'sfp', '?']",1,0,0,0,0,1,1,1,130202-MOT-241,712.107,716.76,4653,同同 你 说 什么 呢 ?
231,242,CHI,130202.cha,&dai4ya2ya2 .,Tong,"(1, 7, 18)",1.962162162,,,,,,,,,1,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-CHI-242,716.76,717.6,840,&dai4ya2ya2 .
232,243,MOT,130202.cha,&zai4ya2ya2 是 什么 呀 ?,Tong,"(1, 7, 18)",1.962162162,v:cop|shi4=is pro:wh|shen2me=what sfp|ya ?,,Question,Interrogative,Discussing,no,Wh,,1,0,IntWh,1,1,0,,,,"['v:cop', 'pro:wh', 'sfp', '?']",0,1,0,0,0,1,1,1,130202-MOT-243,717.6,719.609,2009,&zai4ya2ya2 是 什么 呀 ?
233,244,MOT,130202.cha,你 又 玩 汽车 呀 ? ,Tong,"(1, 7, 18)",1.962162162,pro|ni3=you adv|you4=again v|wan2=play n|qi4che1=motor_vehicle sfp|ya ?,,Question,Declarative,Discussing,yes,,,0,0,,1,1,0,,,,"['pro', 'adv', 'v', 'n', 'sfp', '?']",1,0,0,0,0,0,1,0,130202-MOT-244,719.609,724.388,4779,你 又 玩 汽车 呀 ?
234,245,MOT,130202.cha,"开 车 , 同同 . ",Tong,"(1, 7, 18)",1.962162162,v|kai1=open n|che1=vehicle cm|cm n:name|tong2tong .,,Request/Command,Imperative,Negotiating,,,,0,0,ImpNull,0,1,0,,,,"['v', 'n', 'cm', 'n:name', '.']",1,0,0,0,0,0,0,0,130202-MOT-245,724.388,725.995,1607,"开 车 , 同同 ."
235,246,MOT,130202.cha,在 床 上 开 汽车 . ,Tong,"(1, 7, 18)",1.962162162,prep|zai4=at n|chuang2=bed post|shang4=above v|kai1=open n|qi4che1=motor_vehicle .,,Assertion,Declarative,Discussing,,,,0,0,,0,1,1,,,,"['prep', 'n', 'post', 'v', 'n', '.']",1,0,0,0,0,0,0,0,130202-MOT-246,725.995,728.494,2499,在 床 上 开 汽车 .
236,247,CHI,130202.cha,&dai4ya2ya2 .,Tong,"(1, 7, 18)",1.962162162,the child sneezed,,,,,,,,0,0,,0,0,0,,,,"['the', 'child', 'sneezed']",0,0,0,0,0,0,0,0,130202-CHI-247,728.494,734.721,6227,&dai4ya2ya2 .
237,248,FAT,130202.cha,<快 快> [/] 快 . ,Tong,"(1, 7, 18)",1.962162162,adv|kuai4=quickly .,,Request/Command,FRAG,,,,,1,0,,0,0,0,,,,"['adv', '.']",0,0,0,0,0,0,0,0,130202-FAT-248,746.821,748.112,1291,<快 快> [/] 快 .
238,249,FAT,130202.cha,躲 到 里边 去 . ,Tong,"(1, 7, 18)",1.962162162,v|duo3=avoid v|dao4=arrive post|li3bian1=interior v|qu4=go .,,Request/Command,Imperative,Negotiating,,,,0,0,ImpNull,0,1,0,,,,"['v', 'v', 'post', 'v', '.']",1,0,0,0,0,0,0,0,130202-FAT-249,748.112,748.993,881,躲 到 里边 去 .
239,250,MOT,130202.cha,"冷 啊 , 同同 . ",Tong,"(1, 7, 18)",1.962162162,adj|leng3=cool sfp|a1 cm|cm n:name|tong2tong .,,Assertion,Declarative,Discussing,,,,0,0,,0,0,0,,,,"['adj', 'sfp', 'cm', 'n:name', '.']",1,0,0,0,0,0,1,0,130202-MOT-250,748.993,750.067,1074,"冷 啊 , 同同 ."
240,251,MOT,130202.cha,冷 啊 . ,Tong,"(1, 7, 18)",1.962162162,adj|leng3=cool co|a1=uh .,,Assertion,Declarative,Discussing,,,,1,0,,0,0,0,,,,"['adj', 'co', '.']",1,0,0,0,0,0,1,0,130202-MOT-251,750.067,751.053,986,冷 啊 .
241,252,MOT,130202.cha,你 看 你 都 流 鼻涕 了 . ,Tong,"(1, 7, 18)",1.962162162,pro|ni3=you v|kan4=look pro|ni3=you adv|dou1=all v|liu2=flow n|bi2ti4=nasal_mucus sfp|le .,,Assertion,Declarative,Discussing,,,,0,0,,1,1,0,,,,"['pro', 'v', 'pro', 'adv', 'v', 'n', 'sfp', '.']",1,0,0,0,0,1,1,0,130202-MOT-252,751.053,752.0,947,你 看 你 都 流 鼻涕 了 .
242,253,MOT,130202.cha,进 来 好 不 好 ? ,Tong,"(1, 7, 18)",1.962162162,v|jin4=enter v:dirc|lai2=come adj|hao3=good neg|bu4=not adj|hao3=good ?,,Question,Interrogative,Negotiating,no,Polar,,0,0,IntAnotA,0,0,0,,,,"['v', 'v:dirc', 'adj', 'neg', 'adj', '?']",1,0,0,0,0,0,0,0,130202-MOT-253,752.001,752.868,867,进 来 好 不 好 ?
243,254,FAT,130202.cha,同同 躲 到 里面 去 . ,Tong,"(1, 7, 18)",1.962162162,n:name|tong2tong v|duo3=avoid v|dao4=arrive post|li3mian4=inside v|qu4=go .,,Request/Command,Imperative,Negotiating,,,,0,0,ImpNull,1,1,0,,,,"['n:name', 'v', 'v', 'post', 'v', '.']",1,0,0,0,0,0,0,0,130202-FAT-254,752.868,753.786,918,同同 躲 到 里面 去 .
244,255,FAT,130202.cha,躲 到 里面 . ,Tong,"(1, 7, 18)",1.962162162,v|duo3=avoid v:resc|dao4=get post|li3mian4=inside .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpNull,0,1,0,,,,"['v', 'v:resc', 'post', '.']",1,0,0,0,0,0,0,0,130202-FAT-255,753.786,754.483,697,躲 到 里面 .
245,256,FAT,130202.cha,躺 下 来 . ,Tong,"(1, 7, 18)",1.962162162,v|tang3=couch v:dirc|xia4=go_down v:dirc|lai2=come .,,Request/Command,Imperative,Negotiating,,,,0,0,ImpNull,0,0,0,,,,"['v', 'v:dirc', 'v:dirc', '.']",1,0,0,0,0,0,0,0,130202-FAT-256,754.483,754.658,175,躺 下 来 .
